search_title,search_city,title,company,location,description,salary_min,salary_max,created,description_lower,skill_python,skill_sql,skill_excel,skill_power_bi,skill_tableau,skill_machine_learning,skill_r_programming,skill_aws,skill_azure,skill_statistics,skill_spark,skill_hadoop,skill_deep_learning,skill_data_visualization,skill_etl,skill_java
data analyst,bangalore,Senior Data Analyst,StockGro,"Bangalore, Karnataka","Company Vision StockGro is a mobile-first cross-platform (Android & iOS, Mobile  Web App) Fintech product that’s empowering 25 million users to master the art of trading and investment in a risk-free and gamified manner. At StockGro - India’s First and Largest Social Investment Platform, users indulge in Social Investing and learn various trading strategies by interacting with leading fund managers, F&O traders, and algo traders. About StockGro Founded in January 2020 by former venture capitali…",,,2026-06-21T01:09:28Z,"company vision stockgro is a mobile-first cross-platform (android & ios, mobile  web app) fintech product that’s empowering 25 million users to master the art of trading and investment in a risk-free and gamified manner. at stockgro - india’s first and largest social investment platform, users indulge in social investing and learn various trading strategies by interacting with leading fund managers, f&o traders, and algo traders. about stockgro founded in january 2020 by former venture capitali…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Senior Data Analyst,Masai,"Bangalore, Karnataka","We are looking for a Senior Data Analyst who can turn complex business data into clear insights, actionable recommendations, and measurable business impact. The role requires strong analytical thinking, hands-on experience with data tools, and the ability to partner closely with business, product, sales, operations, and leadership teams. The ideal candidate should be comfortable working with large datasets, building dashboards, identifying trends, solving ambiguous business problems, and influe…",,,2026-06-25T00:52:09Z,"we are looking for a senior data analyst who can turn complex business data into clear insights, actionable recommendations, and measurable business impact. the role requires strong analytical thinking, hands-on experience with data tools, and the ability to partner closely with business, product, sales, operations, and leadership teams. the ideal candidate should be comfortable working with large datasets, building dashboards, identifying trends, solving ambiguous business problems, and influe…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Senior Data Analyst,Media.net,"Bangalore, Karnataka","About Us Media.net is one of the world's leading companies in the Contextual Advertising space that provides a wide range of advertising and traffic monetization solutions. Since its founding, Media.net has constantly broken new ground in building innovative contextual advertising solutions. While our HQ is in Dubai, our employees are spread across key operation centers in New York, Los Angeles, Dubai, Zurich, Mumbai and Bangalore. Media.net is both large and small! It’s got the culture of a st…",,,2026-06-15T01:04:02Z,"about us media.net is one of the world's leading companies in the contextual advertising space that provides a wide range of advertising and traffic monetization solutions. since its founding, media.net has constantly broken new ground in building innovative contextual advertising solutions. while our hq is in dubai, our employees are spread across key operation centers in new york, los angeles, dubai, zurich, mumbai and bangalore. media.net is both large and small! it’s got the culture of a st…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Data Analyst  PowerBI,Tata Consultancy Services,"Bangalore, Karnataka",TCS hiring for Data Analysis  Power BI Location: Bangalor e Experience: 4 -8 Must Ha ve: Data Anal ysisPowe r BI ITSM,,,2026-06-20T17:08:14Z,tcs hiring for data analysis  power bi location: bangalor e experience: 4 -8 must ha ve: data anal ysispowe r bi itsm,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,CRM Data Analyst and Administrator – Marketing [T500-26814],Talent500,"Bangalore, Karnataka","Talent500 is hiring for one of its clients. About Smith & Howard : Founded over half a century ago, Smith & Howard is a global leader in tax, accounting, and advisory solutions, proudly supporting countless entrepreneurs and businesses in achieving financial success. Smith & Howard Advisory LLC, our integrated Indian hub in Bengaluru, is driving the next wave of accounting industry innovation. Join our remarkable team and work on challenging projects in global audit, tax, and accounting. Positi…",,,2026-06-21T17:10:02Z,"talent500 is hiring for one of its clients. about smith & howard : founded over half a century ago, smith & howard is a global leader in tax, accounting, and advisory solutions, proudly supporting countless entrepreneurs and businesses in achieving financial success. smith & howard advisory llc, our integrated indian hub in bengaluru, is driving the next wave of accounting industry innovation. join our remarkable team and work on challenging projects in global audit, tax, and accounting. positi…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Data Analytics Analyst,IQVIA India,"Bangalore, Karnataka","Project Role: Data Analytics Analyst Work Experience: 3 Years Work location: Bengalore Work Mode: Hybrid Must Have Skills: Work on secondary data analysis (patients, physicians, pharmacists),forecasting reports Use Power BI for reporting and dashboards Join us on our exciting journey! About IQVIA IQVIA is a leading global provider of advanced analytics, technology solutions, and clinical research services to the life sciences industry. IQVIA creates intelligent connections across all aspects of…",,,2026-06-24T16:48:02Z,"project role: data analytics analyst work experience: 3 years work location: bengalore work mode: hybrid must have skills: work on secondary data analysis (patients, physicians, pharmacists),forecasting reports use power bi for reporting and dashboards join us on our exciting journey! about iqvia iqvia is a leading global provider of advanced analytics, technology solutions, and clinical research services to the life sciences industry. iqvia creates intelligent connections across all aspects of…",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Data Quality Analyst,Ujjivan Small Finance Bank,"Bangalore, Karnataka","JOB DESCRIPTION The Data Quality Analyst will support the monitoring, analysis, and improvement of enterprise data quality across the bank. The role focuses on executing data quality checks, identifying issues, and supporting resolution, ensuring reliable data for analytics, regulatory reporting, and AI initiatives. This role plays a key part in building a culture of data trust and accountability across business and technology teams. Key Responsibilities Execute data quality checks and validati…",,,2026-06-25T18:52:26Z,"job description the data quality analyst will support the monitoring, analysis, and improvement of enterprise data quality across the bank. the role focuses on executing data quality checks, identifying issues, and supporting resolution, ensuring reliable data for analytics, regulatory reporting, and ai initiatives. this role plays a key part in building a culture of data trust and accountability across business and technology teams. key responsibilities execute data quality checks and validati…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Data Security Analyst,NuSummit Cybersecurity,"Bangalore, Karnataka","Looking for Immediate to 30 days Joiners Only. Required Qualification:BE/ B.Tech/ M.Tech/ MSc/ MCA Monitoring and managing the Forcepoint DLP system Adding exceptions to the policies based on pre-defined criteria Collect, monitoring of endpoints, Web,Email, etc and analyse data produced by the client DLP system Defining and deploying DLP Endpoint profiles Adding and Managing Access Roles in DLP (super user, system admin, policy manager,incident manager, external auditor) DLP Server upgrade acti…",,,2026-06-13T10:52:13Z,"looking for immediate to 30 days joiners only. required qualification:be/ b.tech/ m.tech/ msc/ mca monitoring and managing the forcepoint dlp system adding exceptions to the policies based on pre-defined criteria collect, monitoring of endpoints, web,email, etc and analyse data produced by the client dlp system defining and deploying dlp endpoint profiles adding and managing access roles in dlp (super user, system admin, policy manager,incident manager, external auditor) dlp server upgrade acti…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Data Analyst – SAP / SAP MDG | 5 YoE | Any UST Location | Immediate Joiner,UST,"Bangalore, Karnataka","Candidates ready to join immediately can share their details via email for quick processing.  CCTC | ECTC | Notice Period | Location Preference nitin.patil@ust.com Act fast for immediate attention! ⏳ Required Skills: Strong experience as a Data Analyst with enterprise data handling and reporting. Hands-on experience with SAP and understanding of SAP master data objects. Experience with SAP Master Data Governance (MDG) . Good knowledge of master data domains such as Customer, Vendor, Material, F…",,,2026-04-12T08:36:04Z,"candidates ready to join immediately can share their details via email for quick processing.  cctc | ectc | notice period | location preference nitin.patil@ust.com act fast for immediate attention! ⏳ required skills: strong experience as a data analyst with enterprise data handling and reporting. hands-on experience with sap and understanding of sap master data objects. experience with sap master data governance (mdg) . good knowledge of master data domains such as customer, vendor, material, f…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,bangalore,Sr AI Data Quality Analyst [T500-26163],FM,"Bangalore, Karnataka","About FM: FM is a 190-year-old, Fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. Serving over a quarter of the Fortune 500 and major corporations globally, they deliver data-driven strategies that enhance resilience, ensure business continuity, and empower organizations to thrive. FM India located in Bengaluru is a strategic location for driving FM's global operational efficiency that allows them to leverage the country’s …",,,2026-06-21T17:12:00Z,"about fm: fm is a 190-year-old, fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. serving over a quarter of the fortune 500 and major corporations globally, they deliver data-driven strategies that enhance resilience, ensure business continuity, and empower organizations to thrive. fm india located in bengaluru is a strategic location for driving fm's global operational efficiency that allows them to leverage the country’s …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst,CRS Outsourcing PVT.LTD,"Delhi, India","Company Description CRS Outsourcing PVT. LTD. is a recruiting company. Team members work closely with domestic and international clients across diverse industries. CRS Outsourcing values integrity, collaboration, and continuous learning, and encourages employees to develop both technical and professional skills. Role Description This is a full-time, on-site Data Analyst role in Canada and Australia. The Data Analyst will collect, clean, and validate data from multiple sources to ensure accuracy…",,,2026-06-05T17:20:51Z,"company description crs outsourcing pvt. ltd. is a recruiting company. team members work closely with domestic and international clients across diverse industries. crs outsourcing values integrity, collaboration, and continuous learning, and encourages employees to develop both technical and professional skills. role description this is a full-time, on-site data analyst role in canada and australia. the data analyst will collect, clean, and validate data from multiple sources to ensure accuracy…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Remote Data Analyst,Turing,"Delhi, India","About Turing: Based in San Francisco, California, Turing is the world’s leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems. Turing supports customers in two ways: first, by accelerating frontier research with high-quality data, advanced training pipelines, plus top AI researchers who specialize in coding, reasoning, STEM, multilinguality, multimodality, and agents; and second, by applying that expertise to help enterprise…",,,2026-06-27T00:58:46Z,"about turing: based in san francisco, california, turing is the world’s leading research accelerator for frontier ai labs and a trusted partner for global enterprises deploying advanced ai systems. turing supports customers in two ways: first, by accelerating frontier research with high-quality data, advanced training pipelines, plus top ai researchers who specialize in coding, reasoning, stem, multilinguality, multimodality, and agents; and second, by applying that expertise to help enterprise…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst/Engineer – SCG India,SCG,"New Delhi, Delhi","About SCG in India SCG, Southeast Asia’s leading industrial conglomerate, is expanding in India with a focus on sustainable building materials, modern construction solutions, and digital transformation . Beyond advanced products, SCG is building capabilities in data-driven operations and analytics , leveraging India’s talent base to strengthen decision-making and performance. About the Role As a Data Analyst/Engineer, you will transform raw data into insights that support business growth, opera…",,,2025-09-12T19:47:19Z,"about scg in india scg, southeast asia’s leading industrial conglomerate, is expanding in india with a focus on sustainable building materials, modern construction solutions, and digital transformation . beyond advanced products, scg is building capabilities in data-driven operations and analytics , leveraging india’s talent base to strengthen decision-making and performance. about the role as a data analyst/engineer, you will transform raw data into insights that support business growth, opera…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Visualization Analyst,Jarvis Technology and Strategy Consulting,"New Delhi, Delhi","Data Visualization Analyst Experience: 2–5 years Location: Onsite- Delhi NCR About Jarvis Technology & Strategy Consulting: Jarvis Technology & Strategy Consulting is one of India’s leading political and policy consulting organizations, founded by socio-entrepreneurs from premier institutions such as IIT, ISB, and NIT. With a strong presence across the country, Jarvis leverages data and technology to drive large-scale political campaigns, design action-oriented community outreach programs, enab…",,,2026-06-27T00:59:20Z,"data visualization analyst experience: 2–5 years location: onsite- delhi ncr about jarvis technology & strategy consulting: jarvis technology & strategy consulting is one of india’s leading political and policy consulting organizations, founded by socio-entrepreneurs from premier institutions such as iit, isb, and nit. with a strong presence across the country, jarvis leverages data and technology to drive large-scale political campaigns, design action-oriented community outreach programs, enab…",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
data analyst,delhi,Data Analyst,SveltetechTechnologies Pvt Ltd,"Delhi, India","Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies tha…",0.0,300000.0,2021-02-15T04:27:43Z,"data analyst job duties data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. data analysts will develop analysis and reporting capabilities. they will also monitor performance and quality control plans to identify improvements. responsibilities interpret data, analyze results using statistical techniques and provide ongoing reports develop and implement databases, data collection systems, data analytics and other strategies tha…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst,Qrata,"Delhi, India","Job Title: Data Analyst Job Brief: The successful candidate will turn data into information, information into insight and insight into business decisions. Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. About Us We began in 2015 with an entrepreneuria…",1000000.0,1200000.0,2024-01-07T15:08:07Z,"job title: data analyst job brief: the successful candidate will turn data into information, information into insight and insight into business decisions. data analyst job duties data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. data analysts will develop analysis and reporting capabilities. they will also monitor performance and quality control plans to identify improvements. about us we began in 2015 with an entrepreneuria…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst,Qrata,"Delhi, India","Job Title Data Analyst Job Brief The successful candidate will turn data into information, information into insight and insight into business decisions. Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities ● Interpret data, analyze results…",800000.0,1300000.0,2024-01-07T15:07:49Z,"job title data analyst job brief the successful candidate will turn data into information, information into insight and insight into business decisions. data analyst job duties data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. data analysts will develop analysis and reporting capabilities. they will also monitor performance and quality control plans to identify improvements. responsibilities ● interpret data, analyze results…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst,Hubhopper,"Delhi, India","Job Title: Data Analyst Location: Delhi Job Type: Full-Time (On-Site) About Us: Hubhopper is a leading podcasting platform dedicated to empowering content creators and providing the best listening experience for our users. We are seeking a talented Data Analyst to join our team and help us gain valuable insights from our data to enhance our platform further. Job Description: As a Data Analyst at Hubhopper, you will play a crucial role in analyzing and interpreting data to drive data-informed de…",,,2026-06-13T14:22:17Z,"job title: data analyst location: delhi job type: full-time (on-site) about us: hubhopper is a leading podcasting platform dedicated to empowering content creators and providing the best listening experience for our users. we are seeking a talented data analyst to join our team and help us gain valuable insights from our data to enhance our platform further. job description: as a data analyst at hubhopper, you will play a crucial role in analyzing and interpreting data to drive data-informed de…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst,Jobdost,"Delhi, India","What you will do: Understand the process of CaaStle business teams, KPIs, and pain points Build scalable data products, self-service tools, data cubes to analyze and present data associated with acquisition, retention, product performance, operations, client services, etc. Closely partner with data engineering, product, and business teams and participate in requirements capture, research design, data collection, dashboard generation, and translation of results into actionable insights that can …",100000.0,600000.0,2023-10-02T13:22:26Z,"what you will do: understand the process of caastle business teams, kpis, and pain points build scalable data products, self-service tools, data cubes to analyze and present data associated with acquisition, retention, product performance, operations, client services, etc. closely partner with data engineering, product, and business teams and participate in requirements capture, research design, data collection, dashboard generation, and translation of results into actionable insights that can …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Data Analyst- Marketing,Unnati,"Delhi, India","Are you looking for a team that is built on comradeship, lets you embrace your individuality and also pays you a handsome compensation? Then read on. Our client is one of the largest shopping and cashback website, that enables all its members to find products from various e-commerce sites like Amazon, Flipkart, Myntra, CliQ etc while allowing to comparing prices for similar products across these sites and also earning handsome cashback or discount coupons for every purchase. Their app and websi…",0.0,1500000.0,2021-10-23T04:34:53Z,"are you looking for a team that is built on comradeship, lets you embrace your individuality and also pays you a handsome compensation? then read on. our client is one of the largest shopping and cashback website, that enables all its members to find products from various e-commerce sites like amazon, flipkart, myntra, cliq etc while allowing to comparing prices for similar products across these sites and also earning handsome cashback or discount coupons for every purchase. their app and websi…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Python Data Analyst (Delhi ),Mantras2Success,"Delhi, India","Job Description: About the Company Our client is an emerging leader in AI-powered supply chain optimization. Their platform helps businesses eliminate overstocking and under-stocking by leveraging advanced analytics and forecasting models. Built by supply-chain experts, the organization focuses on enabling high-growth startups to scale seamlessly by aligning supply with demand through data-driven decisions. Key Responsibilities Data Management: Collect, clean, wrangle, and transform complex dat…",,,2026-05-13T02:19:03Z,"job description: about the company our client is an emerging leader in ai-powered supply chain optimization. their platform helps businesses eliminate overstocking and under-stocking by leveraging advanced analytics and forecasting models. built by supply-chain experts, the organization focuses on enabling high-growth startups to scale seamlessly by aligning supply with demand through data-driven decisions. key responsibilities data management: collect, clean, wrangle, and transform complex dat…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Analyst - Data Operations,People First Consultants,"Delhi, India","Job Title: Analyst - Data Operations Location: Delhi Job Overview: We are seeking a highly skilled and driven Data Analyst to join our CEO’s office, providing crucial insights into both the internal performance and financial data of the organization, as well as analyzing external activities to support executive decision-making. This role offers the unique opportunity to work closely with the CEO and senior leadership, directly influencing strategic initiatives through data-driven insights. Key …",,,2026-06-23T10:11:23Z,"job title: analyst - data operations location: delhi job overview: we are seeking a highly skilled and driven data analyst to join our ceo’s office, providing crucial insights into both the internal performance and financial data of the organization, as well as analyzing external activities to support executive decision-making. this role offers the unique opportunity to work closely with the ceo and senior leadership, directly influencing strategic initiatives through data-driven insights. key …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,HR Data & Insight Analyst (Mid-Senior Level),ERM,"Delhi, India","Sustainability is our business! ERM is a leading global provider of environmental, health, safety, risk, social consulting services, and sustainability-related services. We collaborate with the world's foremost organizations, delivering innovative solutions and assisting them in comprehending and addressing their sustainability challenges. To achieve this, we employ over 8,000 professionals across 40 countries and territories, operating from more than 160 offices. For nearly 50 years, we have c…",,,2026-04-13T01:45:41Z,"sustainability is our business! erm is a leading global provider of environmental, health, safety, risk, social consulting services, and sustainability-related services. we collaborate with the world's foremost organizations, delivering innovative solutions and assisting them in comprehending and addressing their sustainability challenges. to achieve this, we employ over 8,000 professionals across 40 countries and territories, operating from more than 160 offices. for nearly 50 years, we have c…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data analyst,delhi,Support Lead,Xceedance,"Delhi, India","Support Delivery Lead (8–12 Years) Role Purpose The Support Delivery Lead is responsible for managing post-production support operations across all customer implementations of IAN products and solutions. The role serves as the central owner for ticket governance, SLA management, customer escalations, support planning, and service delivery performance. Working closely with Support Team members, Implementation Teams, Product Teams, and Customer Stakeholders, the Support Delivery Lead ensures time…",,,2026-06-13T10:53:18Z,"support delivery lead (8–12 years) role purpose the support delivery lead is responsible for managing post-production support operations across all customer implementations of ian products and solutions. the role serves as the central owner for ticket governance, sla management, customer escalations, support planning, and service delivery performance. working closely with support team members, implementation teams, product teams, and customer stakeholders, the support delivery lead ensures time…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
